,Unnamed: 0,sat,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse,close_drifters_column
0,0,TP+J1+J2+J3+S6A,3,66,75.1210195269844,9.811761304247316,179619.90371376715,1538449.3970695897,0.7143436743490658,2.4272489792407272,"['12701', '34709', '57940', '59371']"
1,1,TP+J1+J2+J3+S6A,3,168,72.28623797454709,1.9885434810985012,1099873.3879430746,2748301.077167768,0.7201399948798196,2.4214526587099736,[]
2,2,TP+J1+J2+J3+S6A,3,244,73.70362492079687,5.937058483784181,635750.4399160394,2301969.921004863,0.7205134194409518,2.4210792341488414,"['10208', '12741', '27054', '53352', '54371', '57939', '59372']"
3,3,TP+J1+J2+J3+S6A,5,144,48.19121149561291,13.56977777509381,48639.55828957672,48915.12872160244,0.7020753974173584,2.4395172561724348,['34710']
4,4,TP+J1+J2+J3+S6A,27,14,93.54700040202934,5.937695357493247,1208126.793197177,1834651.3369946512,0.7174670062811763,2.424125647308617,"['11357', '15709', '18734', '27051', '34377', '34704', '53349']"
5,5,TP+J1+J2+J3+S6A,27,90,94.9643326363426,9.812391558135973,752000.4093658285,1408153.4012147365,0.7179746634403902,2.423617990149403,"['18734', '34704', '34706', '53351']"
6,6,TP+J1+J2+J3+S6A,27,166,96.38171059960482,13.570451053410222,308502.52905136213,249160.9341981293,0.7138138309470954,2.427778822642698,"['11356', '27051']"
7,7,TP+J1+J2+J3+S6A,27,192,92.12963784429202,1.989046443724232,1672261.5620026398,2080156.55833636,0.7138516990038636,2.427740954585929,[]
8,8,TP+J1+J2+J3+S6A,29,16,65.19952449396749,5.936834518260786,1739964.5469587266,2125054.064918544,0.7305817349596173,2.411010918630176,"['18869', '34312', '53365']"
9,9,TP+J1+J2+J3+S6A,29,66,70.8689221682644,20.60666664842472,5230.042207036925,259865.21055584188,0.7280587694748409,2.413533884114952,['53363']
10,10,TP+J1+J2+J3+S6A,29,92,66.61683105235024,9.811322066196702,1283863.2154401655,1840199.0936663863,0.7341073311510629,2.4074853224387303,"['13583', '20321', '34211', '59371', '9820356']"
11,11,TP+J1+J2+J3+S6A,29,168,68.03418681486406,13.569205686645187,840386.2624987301,1384641.254301407,0.7338550900055949,2.407737563584198,"['10207', '11089', '12701', '12739', '12741', '15706', '15707', '34714', '34721', '34722', '34723', '57940', '59371', '59372']"
12,12,TP+J1+J2+J3+S6A,29,194,63.78218282691208,1.9884713906811788,2204066.349817578,1991889.328443221,0.7202198903703914,2.4213727632194018,[]
13,13,TP+J1+J2+J3+S6A,29,244,69.45154400223582,17.17605110652384,413265.7575375314,975305.9236020998,0.734228514566727,2.4073641390230662,"['12739', '20371', '53363', '59371']"
14,14,TP+J1+J2+J3+S6A,53,14,89.29491385498248,17.177067429587602,601933.3728940549,507936.0380624487,0.7284578424529335,2.41313481113686,"['12771', '12812', '15710', '20321', '2134740', '34742', '37005', '43747', '53352', '53353', '53354', '53356']"
15,15,TP+J1+J2+J3+S6A,53,40,85.04279678053466,5.937449950906696,1928673.391262212,1196194.373371981,0.7189557960771024,2.422636857512691,"['11354', '18734', '2134702', '34034', '34312', '34704', '37005', '43743', '54372', '57940', '9820356', '9925007']"
16,16,TP+J1+J2+J3+S6A,53,90,90.71231217771144,20.60771605056185,193894.21063427368,129527.35771886182,0.7289654996121474,2.412627153977646,"['12812', '26222', '26225', '36532']"
17,17,TP+J1+J2+J3+S6A,53,116,86.46014941647574,9.812108733547731,1472554.017492327,929504.3836248948,0.7214475888912455,2.420145064698548,"['12812', '12820', '18734', '20371', '2343592', '25003', '54371', '9811086']"
18,18,TP+J1+J2+J3+S6A,53,192,87.8775341021138,13.570152343984573,1029060.7901296214,716432.2199881468,0.7248425351756208,2.416750118414172,"['11355', '11357', '15709', '18734', '27054', '34034', '34707', '34742', '35662', '36531', '37005', '43747', '53350', '53351', '53352', '57939', '9811086']"
19,19,TP+J1+J2+J3+S6A,53,218,83.62539331192627,1.9887912805680248,2392806.856482204,1187907.4414477618,0.7138686229758611,2.4277240306139323,[]
20,20,TP+J1+J2+J3+S6A,55,16,60.94738511515728,17.17601434063536,957492.1605948256,798362.9543255329,0.740833610121751,2.4007590434680424,"['10206', '12741', '27139', '28841', '28842']"
21,21,TP+J1+J2+J3+S6A,55,42,56.69544151729518,5.937066360534419,2284146.904751291,1243768.5929074506,0.7265426622407241,2.4150499913490693,"['13557', '34315', '34709', '43744']"
22,22,TP+J1+J2+J3+S6A,55,92,62.36468765730277,20.60650080211149,549474.841498937,561591.8569474537,0.7443592063131967,2.397233447276596,"['11089', '27069', '28842', '34710', '9526419']"
23,23,TP+J1+J2+J3+S6A,55,118,58.11275106265406,9.811545842237468,1828051.3554319204,870241.559946995,0.7276278131345691,2.413964840455224,"['13557', '15707', '34211', '34223', '34708', '34709', '43746', '53365', '53366', '53367']"
24,24,TP+J1+J2+J3+S6A,55,168,63.78203602687476,23.845263265391285,162220.3216278224,162250.86779006658,0.7441069651677287,2.3974856884220643,[]
25,25,TP+J1+J2+J3+S6A,55,194,59.5300768202055,13.569330163285445,1384590.4728646907,628188.9466504656,0.7304717655325251,2.411120888057268,"['11089', '20321', '2134715', '34714', '34716', '43748', '53363', '53365']"
26,26,TP+J1+J2+J3+S6A,55,220,55.27809574387817,1.9885845561440816,2748256.3125361395,1524579.07107503,0.7243336710162046,2.4172589825735886,[]
27,27,TP+J1+J2+J3+S6A,79,66,76.5383921915591,5.937218846295155,247729.10933370164,1994556.9193903387,0.7115389182528583,2.430053735336935,"['12701', '27054', '27139', '34714', '34718', '34719', '34722', '43743', '53352', '54371', '9821497']"
28,28,TP+J1+J2+J3+S6A,79,244,75.12101229578639,1.9886185486230936,711860.9267373994,2766076.3421909357,0.7177086633447445,2.4238839902450486,[]
29,29,TP+J1+J2+J3+S6A,81,220,51.025897224144906,13.56975824463562,213883.19908834336,160837.99778835653,0.7051907522444499,2.4364019013453437,['34710']
30,30,TP+J1+J2+J3+S6A,81,246,46.773922071684765,1.9888075038906012,1577592.280840869,1158914.6074318136,0.7014602110073821,2.440132442582411,[]
31,31,TP+J1+J2+J3+S6A,103,14,94.9643444858786,1.9892012360011533,1111796.7761440598,2298766.1479367632,0.7115447445836625,2.430047909006131,[]
32,32,TP+J1+J2+J3+S6A,103,90,96.38168046015798,5.937802834472628,647666.7895000773,1864265.8079361743,0.7120524017428762,2.429540251846917,['34377']
33,33,TP+J1+J2+J3+S6A,103,166,97.79905403748452,9.812558446376531,191531.6505963273,692640.3094478305,0.7078915692495814,2.433701084340212,"['11356', '18734', '9080']"
34,34,TP+J1+J2+J3+S6A,105,16,66.61683035846454,1.9885111581759416,1950509.4381209072,2589147.210521765,0.7266167443707487,2.414975909219044,[]
35,35,TP+J1+J2+J3+S6A,105,66,72.28627472632641,17.176250271201614,159684.3711403738,667878.7560194323,0.7240937788859725,2.4174988747038206,['43743']
